address,type,x-text
0x470954,string,"R6008\r\n- not enough space for arguments\r\n"
0x470980,string,"R6002\r\n- floating point not loaded\r\n"
0x4709a8,string,"Runtime Error!\n\nProgram: "
0x470a58,string,"exp10"
0x4747cc,string,"GetProcessWindowStation"
0x4747e4,string,"GetUserObjectInformationA"
0x474800,string,"GetLastActivePopup"
0x474814,string,"GetActiveWindow"
0x474824,string,"MessageBoxA"
0x474830,string,"user32.dll"
0x47483c,string,"InitializeCriticalSectionAndSpinCount"
0x474864,string,"kernel32.dll"
0x474894,string,"HH:mm:ss"
0x4748a0,string,"dddd, MMMM dd, yyyy"
0x4748b4,string,"MM/dd/yy"
0x4748c8,string,"December"
0x4748d4,string,"November"
0x4748e0,string,"October"
0x4748e8,string,"September"
0x4748f4,string,"August"
0x47490c,string,"April"
0x474914,string,"March"
0x47491c,string,"February"
0x474928,string,"January"
0x474960,string,"Saturday"
0x47496c,string,"Friday"
0x474974,string,"Thursday"
0x474980,string,"Wednesday"
0x47498c,string,"Tuesday"
0x474994,string,"Monday"
0x47499c,string,"Sunday"
0x474a34,string,"1#QNAN"
0x474a3c,string,"1#INF"
0x474a44,string,"1#IND"
0x474a4c,string,"1#SNAN"
0x474a74,string,"SunMonTueWedThuFriSat"
0x474a8c,string,"JanFebMarAprMayJunJulAugSepOctNovDec"
